SCAI Rules Documentation ,,,,,,,
#,Source File ,Section,Name,Type,Description,Confilect ,Status
1251,programmatic_options.md,20.4 Timeout Handling,Generation Timeout Handling,Timeout action,Retry with reduced scope,PASSED,FALSE
1252,programmatic_options.md,20.4 Timeout Handling,Batch Timeout Handling,Timeout action,Pause and save progress and alert,PASSED,FALSE
1253,programmatic_options.md,20.4 Timeout Handling,System Timeout Handling,Timeout action,Graceful shutdown and save state,PASSED,FALSE
1254,programmatic_options.md,20.5 Error Logging,Timestamp Field,Error log field,When error occurred,PASSED,FALSE
1255,programmatic_options.md,20.5 Error Logging,Component Field,Error log field,What was being generated,PASSED,FALSE
1256,programmatic_options.md,20.5 Error Logging,Error Code Field,Error log field,Standardized error code,PASSED,FALSE
1257,programmatic_options.md,20.5 Error Logging,Attempt Number Field,Error log field,Which retry attempt,PASSED,FALSE
1258,programmatic_options.md,20.5 Error Logging,Input Summary Field,Error log field,Abbreviated prompt,PASSED,FALSE
1259,programmatic_options.md,20.5 Error Logging,Output Field,Error log field,Partial output if any,PASSED,FALSE
1260,programmatic_options.md,20.5 Error Logging,Resolution Field,Error log field,How it was resolved,PASSED,FALSE
1261,user_impacted_options.md,Definition,One-Line Definition,Definition,"All user-configurable settings including article type, toggles, tone/style selections, and input fields available during content generation",PASSED,FALSE
1262,user_impacted_options.md,Definition,Purpose Statement,Definition,Defines WHAT users can configure - all settings toggles selections and input fields available during content generation,PASSED,FALSE
1263,user_impacted_options.md,Definition,File Contains - Article Type Selection,Scope,This file contains article type selection options,PASSED,FALSE
1264,user_impacted_options.md,Definition,File Contains - Header Type Selection,Scope,This file contains header type selection options,PASSED,FALSE
1265,user_impacted_options.md,Definition,File Contains - Word Count Input,Scope,This file contains word count input settings,PASSED,FALSE
1266,user_impacted_options.md,Definition,File Contains - Tone/Style Selection,Scope,This file contains tone and style selection options,PASSED,FALSE
1267,user_impacted_options.md,Definition,File Contains - Toggle Settings,Scope,This file contains all ON/OFF toggle settings,PASSED,FALSE
1268,user_impacted_options.md,Definition,File Contains - Image Settings,Scope,This file contains image settings,PASSED,FALSE
1269,user_impacted_options.md,Definition,File Contains - Interlinking Settings,Scope,This file contains interlinking toggle settings,PASSED,FALSE
1270,user_impacted_options.md,Definition,File Contains - Article Specific Settings,Scope,This file contains article type-specific toggle settings,PASSED,FALSE
1271,user_impacted_options.md,Definition,File Contains - Business Info Fields,Scope,This file contains business information input fields,PASSED,FALSE
1272,user_impacted_options.md,Definition,File Contains - Export/Storage Options,Scope,This file contains export and storage options,PASSED,FALSE
1273,user_impacted_options.md,Definition,File Contains - Default Values,Scope,This file contains default values for all settings,PASSED,FALSE
1274,user_impacted_options.md,Definition,File Does NOT Contain - Constraint Values,Exclusion,This file does NOT contain actual constraint values (limits),PASSED,FALSE
1275,user_impacted_options.md,Definition,File Does NOT Contain - Validation Rules,Exclusion,This file does NOT contain validation rules,PASSED,FALSE
1276,user_impacted_options.md,Definition,File Does NOT Contain - Component Definitions,Exclusion,This file does NOT contain component definitions,PASSED,FALSE
1277,user_impacted_options.md,Definition,File Does NOT Contain - Visual Layouts,Exclusion,This file does NOT contain visual layouts,PASSED,FALSE
1278,user_impacted_options.md,Cross-References,Character/Word Limits Reference,Cross-Reference,For character/word limits see programmatic_options.md,PASSED,FALSE
1279,user_impacted_options.md,Cross-References,Tone/Style Definitions Reference,Cross-Reference,For tone/style definitions see content_rules.md,PASSED,FALSE
1280,user_impacted_options.md,Cross-References,Component Definitions Reference,Cross-Reference,For component definitions see component_rules.md,PASSED,FALSE
1281,user_impacted_options.md,Cross-References,Visual Layout Reference,Cross-Reference,For visual layout see general_rules.md,PASSED,FALSE
1282,user_impacted_options.md,1. Article Type Selection,Total Article Types Count,Count,9 total article types available,PASSED,FALSE
1283,user_impacted_options.md,1. Article Type Selection,Article Type 1 - Informational,Article Type,Educational content explaining topics - Best for knowledge sharing and SEO traffic,PASSED,FALSE
1284,user_impacted_options.md,1. Article Type Selection,Article Type 2 - Commercial,Article Type,Service/product promotion content - Best for conversions and sales pages,PASSED,FALSE
1285,user_impacted_options.md,1. Article Type Selection,Article Type 3 - Local,Article Type,Location-based service content - Best for local SEO and service areas,PASSED,FALSE
1286,user_impacted_options.md,1. Article Type Selection,Article Type 4 - How-To,Article Type,Step-by-step instructional guides - Best for tutorials and DIY content,PASSED,FALSE
1287,user_impacted_options.md,1. Article Type Selection,Article Type 5 - Comparison,Article Type,Side-by-side topic comparisons - Best for buyer guides and decision content,PASSED,FALSE
1288,user_impacted_options.md,1. Article Type Selection,Article Type 6 - Review,Article Type,Product/service evaluation content - Best for trust building and affiliate prep,PASSED,FALSE
1289,user_impacted_options.md,1. Article Type Selection,Article Type 7 - Listicle,Article Type,Numbered list-based articles - Best for viral content and quick reads,PASSED,FALSE
1290,user_impacted_options.md,1. Article Type Selection,Article Type 8 - Affiliate,Article Type,Product recommendation with affiliate links - Best for monetization and product promotion,PASSED,FALSE
1291,user_impacted_options.md,1. Article Type Selection,Article Type 9 - Recipe,Article Type,Cooking/recipe instructional content - Best for food blogs and recipe sites,PASSED,FALSE
1292,user_impacted_options.md,1. Article Type Selection,Selection Rule - One Article One Type,Selection Rule,One article equals one type,PASSED,FALSE
1293,user_impacted_options.md,1. Article Type Selection,Selection Rule - No Mixing Types,Selection Rule,Cannot mix article types within a single article,PASSED,FALSE
1294,user_impacted_options.md,1. Article Type Selection,Selection Rule - Determines Components,Selection Rule,Selection determines available components and settings,PASSED,FALSE
1295,user_impacted_options.md,2. Header Type Selection,H1 Type Options Count,Count,3 H1 type options available,PASSED,FALSE
1296,user_impacted_options.md,2. Header Type Selection,H1 Type - Question,H1 Type,H1 is phrased as a question - Example: What Makes Oranges Nutritious?,PASSED,FALSE
1297,user_impacted_options.md,2. Header Type Selection,H1 Type - Statement,H1 Type,H1 is phrased as a statement - Example: Oranges Are Nutritional Powerhouses,PASSED,FALSE
1298,user_impacted_options.md,2. Header Type Selection,H1 Type - Listicle,H1 Type,H1 uses numbered format - Example: 7 Benefits of Oranges,PASSED,FALSE
1299,user_impacted_options.md,2. Header Type Selection,Automatic Behavior - H2 Not Separate,Automatic Behavior,H2 type is NOT a separate setting,PASSED,FALSE
1300,user_impacted_options.md,2. Header Type Selection,Automatic Behavior - H2 Follows H1,Automatic Behavior,When user selects H1 type ALL H2s automatically follow the same type,PASSED,FALSE
1301,user_impacted_options.md,2. Header Type Selection,Automatic Behavior - System Enforced,Automatic Behavior,H2 matching H1 type is enforced by the system (see programmatic_options.md),PASSED,FALSE
1302,user_impacted_options.md,3. Content Settings,Word Count - Primary Length Input Type,Input Type,Primary Length uses numeric input,PASSED,FALSE
1303,user_impacted_options.md,3. Content Settings,Word Count - Primary Length Range,Range,Primary Length range is 800-4000 words,PASSED,FALSE
1304,user_impacted_options.md,3. Content Settings,Word Count - Primary Length Default,Default,Primary Length default is 2000 words,PASSED,FALSE
1305,user_impacted_options.md,3. Content Settings,Word Count - Secondary Length Input Type,Input Type,Secondary Length uses numeric input,PASSED,FALSE
1306,user_impacted_options.md,3. Content Settings,Word Count - Secondary Length Range,Range,Secondary Length range is 800-4000 words,PASSED,FALSE
1307,user_impacted_options.md,3. Content Settings,Word Count - Secondary Length Default,Default,Secondary Length default is 1000 words,PASSED,FALSE
1308,user_impacted_options.md,3. Content Settings,Tier Usage - Primary Tier,Tier Usage,Primary tier for pillar content competitive keywords and comprehensive guides,PASSED,FALSE
1309,user_impacted_options.md,3. Content Settings,Tier Usage - Secondary Tier,Tier Usage,Secondary tier for supporting content long-tail keywords and topic clusters,PASSED,FALSE
1310,user_impacted_options.md,3. Content Settings,Language Selection - Input Type,Input Type,Content Language uses dropdown input type,PASSED,FALSE
1311,user_impacted_options.md,3. Content Settings,Language Selection - Description,Description,Language for content generation,PASSED,FALSE
1312,user_impacted_options.md,3. Content Settings,Tone Selection - One Tone Per Article,Selection Rule,User selects ONE tone for the article,PASSED,FALSE
1313,user_impacted_options.md,3. Content Settings,Tone Option 1 - Professional,Tone Option,Professional tone - Best for B2B and corporate content,PASSED,FALSE
1314,user_impacted_options.md,3. Content Settings,Tone Option 2 - Conversational,Tone Option,Conversational tone - Best for blogs and casual content,PASSED,FALSE
1315,user_impacted_options.md,3. Content Settings,Tone Option 3 - Authoritative,Tone Option,Authoritative tone - Best for reviews and expert guides,PASSED,FALSE
1316,user_impacted_options.md,3. Content Settings,Tone Option 4 - Friendly,Tone Option,Friendly tone - Best for local and community content,PASSED,FALSE
1317,user_impacted_options.md,3. Content Settings,Tone Option 5 - Persuasive,Tone Option,Persuasive tone - Best for commercial and affiliate content,PASSED,FALSE
1318,user_impacted_options.md,3. Content Settings,Tone Option 6 - Educational,Tone Option,Educational tone - Best for how-to and informational content,PASSED,FALSE
1319,user_impacted_options.md,3. Content Settings,Tone Option 7 - Objective,Tone Option,Objective tone - Best for comparison and balanced reviews,PASSED,FALSE
1320,user_impacted_options.md,3. Content Settings,Tone Option 8 - Enthusiastic,Tone Option,Enthusiastic tone - Best for listicles and recommendations,PASSED,FALSE
1321,user_impacted_options.md,3. Content Settings,Tone Option 9 - Empathetic,Tone Option,Empathetic tone - Best for problem-solving content,PASSED,FALSE
1322,user_impacted_options.md,3. Content Settings,Tone Definitions Reference,Cross-Reference,See content_rules.md for detailed tone definitions,PASSED,FALSE
1323,user_impacted_options.md,3. Content Settings,Style Selection - One Style Per Article,Selection Rule,User selects ONE writing style,PASSED,FALSE
1324,user_impacted_options.md,3. Content Settings,Style Option 1 - Concise,Style Option,Concise style - 5-10 words per sentence - Best for quick reads and scannable content,PASSED,FALSE
1325,user_impacted_options.md,3. Content Settings,Style Option 2 - Balanced,Style Option,Balanced style - 12-18 words per sentence - Best for general purpose and natural flow,PASSED,FALSE
1326,user_impacted_options.md,3. Content Settings,Style Option 3 - Detailed,Style Option,Detailed style - 20-30 words per sentence - Best for in-depth guides and technical content,PASSED,FALSE
1327,user_impacted_options.md,3. Content Settings,Style Definitions Reference,Cross-Reference,See content_rules.md for detailed style definitions,PASSED,FALSE
1328,user_impacted_options.md,3. Content Settings,Default - Affiliate Tone,Default,Affiliate article type default tone is Persuasive,PASSED,FALSE
1329,user_impacted_options.md,3. Content Settings,Default - Affiliate Style,Default,Affiliate article type default style is Balanced,PASSED,FALSE
1330,user_impacted_options.md,3. Content Settings,Default - Commercial Tone,Default,Commercial article type default tone is Persuasive,PASSED,FALSE
1331,user_impacted_options.md,3. Content Settings,Default - Commercial Style,Default,Commercial article type default style is Concise,PASSED,FALSE
1332,user_impacted_options.md,3. Content Settings,Default - Comparison Tone,Default,Comparison article type default tone is Objective,PASSED,FALSE
1333,user_impacted_options.md,3. Content Settings,Default - Comparison Style,Default,Comparison article type default style is Detailed,PASSED,FALSE
1334,user_impacted_options.md,3. Content Settings,Default - How-To Tone,Default,How-To article type default tone is Educational,PASSED,FALSE
1335,user_impacted_options.md,3. Content Settings,Default - How-To Style,Default,How-To article type default style is Concise,PASSED,FALSE
1336,user_impacted_options.md,3. Content Settings,Default - Informational Tone,Default,Informational article type default tone is Educational,PASSED,FALSE
1337,user_impacted_options.md,3. Content Settings,Default - Informational Style,Default,Informational article type default style is Detailed,PASSED,FALSE
1338,user_impacted_options.md,3. Content Settings,Default - Listicle Tone,Default,Listicle article type default tone is Conversational,PASSED,FALSE
1339,user_impacted_options.md,3. Content Settings,Default - Listicle Style,Default,Listicle article type default style is Concise,PASSED,FALSE
1340,user_impacted_options.md,3. Content Settings,Default - Local Tone,Default,Local article type default tone is Friendly,PASSED,FALSE
1341,user_impacted_options.md,3. Content Settings,Default - Local Style,Default,Local article type default style is Balanced,PASSED,FALSE
1342,user_impacted_options.md,3. Content Settings,Default - Recipe Tone,Default,Recipe article type default tone is Friendly,PASSED,FALSE
1343,user_impacted_options.md,3. Content Settings,Default - Recipe Style,Default,Recipe article type default style is Concise,PASSED,FALSE
1344,user_impacted_options.md,3. Content Settings,Default - Review Tone,Default,Review article type default tone is Authoritative,PASSED,FALSE
